"Project ID","Project Name","Project Type","Task Name","Contractor Type","Labor Count","Task Duration (hours)","Task Duration (days)","Total Cost (£","Start Date","Location","Complexity Level","season"
2022,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","Specialist",19,303,37.9,472074,"2025-11-14","Warri","High","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Site Clearance","Specialist",19,109,13.6,178106,"2025-10-18","Warri","High","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Process Equipment Erection","General",6,446,55.8,264924,"2025-04-09","Uyo","High","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","Specialist",17,529,66.1,899300,"2025-07-24","Delta","Medium","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Cathodic Protection","General",15,388,48.5,372480,"2025-04-20","Lagos","Medium","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","HVAC for Control Room","Specialist",7,764,95.5,326228,"2025-02-01","Port Harcourt","High","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Jetty Construction","General",23,231,28.9,632247,"2025-03-16","Onne","High","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","HVAC for Control Room","Specialist",7,635,79.4,217805,"2025-02-14","Uyo","Medium","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Electrical Cabling","General",9,755,94.4,536805,"2025-08-10","Delta","High","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Pile Driving","Specialist",15,224,28.0,225120,"2025-08-18","Lagos","Medium","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","Specialist",7,642,80.2,435918,"2025-05-23","Lagos","High","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Offshore Crane Installation","Specialist",17,450,56.2,780300,"2025-08-12","Calabar","High","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Jetty Construction","Specialist",21,503,62.9,961233,"2025-07-27","Port Harcourt","Medium","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","HVAC for Control Room","General",17,698,87.2,569568,"2025-12-05","Onne","High","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Control Room Setup","Specialist",12,445,55.6,555360,"2025-04-30","Warri","Medium","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","Specialist",23,284,35.5,293940,"2025-11-15","Uyo","High","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Cathodic Protection","Specialist",7,466,58.2,202244,"2025-11-05","Port Harcourt","High","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","Specialist",8,748,93.5,622336,"2025-12-13","Bonny Island","High","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Fire Protection Systems","General",15,279,34.9,451980,"2025-11-12","Port Harcourt","High","Dry season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Instrumentation","General",8,409,51.1,150512,"2025-06-14","Port Harcourt","Medium","Raining season"
2023,"NLNG Offshore Platform Upgrade","Offshore","Scaffolding","General",24,366,45.8,711504,"2025-02-02","Uyo","Medium","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Pile Driving","Specialist",15,738,92.2,785970,"2025-01-08","Port Harcourt","High","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Jetty Construction","Specialist",6,387,48.4,92880,"2025-01-26","Bonny Island","High","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","HVAC for Control Room","Specialist",11,113,14.1,90739,"2025-05-12","Calabar","Medium","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Fire Protection Systems","Specialist",25,645,80.6,1225500,"2025-01-27","Bonny Island","High","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Cathodic Protection","General",10,621,77.6,558900,"2025-05-01","Calabar","High","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","Specialist",16,442,55.2,643552,"2025-01-24","Calabar","Medium","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Tank Fabrication","General",9,760,95.0,273600,"2025-03-11","Onne","High","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Instrumentation","General",24,367,45.9,405168,"2025-12-23","Bonny Island","High","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Electrical Cabling","General",25,209,26.1,308275,"2025-05-08","Calabar","Medium","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Testing & Commissioning","Specialist",25,164,20.5,258300,"2025-06-03","Uyo","Medium","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","General",11,566,70.8,560340,"2025-06-27","Onne","Medium","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Safety Systems Installation","General",11,559,69.9,590304,"2025-10-08","Warri","Medium","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Pile Driving","General",22,793,99.1,1046760,"2025-11-16","Delta","Medium","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Scaffolding","Specialist",18,274,34.2,246600,"2025-12-23","Bayelsa","High","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Compressor Installation","General",22,139,17.4,146784,"2025-08-20","Onne","Medium","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Cathodic Protection","Specialist",25,715,89.4,1859000,"2025-06-04","Uyo","High","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","Specialist",20,359,44.9,409260,"2025-01-11","Calabar","Medium","Dry season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Offshore Crane Installation","General",21,425,53.1,455175,"2025-05-05","Uyo","High","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Cathodic Protection","General",21,618,77.2,1297800,"2025-06-17","Calabar","High","Raining season"
2024,"NLNG Gas Pipeline Construction","Infrastructure","Scaffolding","Specialist",6,558,69.8,391716,"2025-01-16","Bonny Island","Medium","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Pile Driving","Specialist",11,607,75.9,440682,"2025-04-19","Port Harcourt","High","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Safety Systems Installation","General",21,510,63.8,792540,"2025-05-05","Bayelsa","Medium","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Structural Steel Assembly","Specialist",6,443,55.4,202008,"2025-03-07","Uyo","Medium","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Painting & Coating","General",14,787,98.4,793296,"2025-07-20","Bayelsa","Medium","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Scaffolding","General",23,361,45.1,821997,"2025-12-05","Calabar","Medium","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Site Clearance","General",20,399,49.9,534660,"2025-09-23","Bayelsa","Medium","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Tank Fabrication","General",22,685,85.6,768570,"2025-01-10","Bonny Island","High","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Fire Protection Systems","Specialist",22,80,10.0,211200,"2025-07-20","Lagos","High","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Compressor Installation","Specialist",7,681,85.1,281253,"2025-05-25","Onne","High","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Cathodic Protection","Specialist",6,252,31.5,125496,"2025-12-02","Bayelsa","High","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Pipeline Welding","General",6,711,88.9,294354,"2025-01-05","Delta","High","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Process Equipment Erection","Specialist",23,761,95.1,927659,"2025-03-16","Lagos","Medium","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Jetty Construction","Specialist",19,226,28.2,360696,"2025-12-12","Onne","High","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Fire Protection Systems","General",17,483,60.4,648669,"2025-11-06","Onne","Medium","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Process Equipment Erection","General",10,740,92.5,340400,"2025-12-02","Warri","High","Dry season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Offshore Crane Installation","General",18,736,92.0,980352,"2025-07-07","Delta","High","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Jetty Construction","Specialist",14,595,74.4,816340,"2025-10-05","Delta","High","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Electrical Cabling","General",19,331,41.4,672923,"2025-10-17","Port Harcourt","Medium","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Painting & Coating","Specialist",12,223,27.9,206052,"2025-05-05","Lagos","Medium","Raining season"
2025,"NLNG Jetty and Loading Bay Upgrade","Marine","Offshore Crane Installation","Specialist",16,578,72.2,425408,"2025-07-17","Abuja","High","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Safety Systems Installation","Specialist",16,307,38.4,265248,"2025-09-03","Uyo","Medium","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Fire Protection Systems","Specialist",11,651,81.4,343728,"2025-10-26","Warri","High","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Process Equipment Erection","Specialist",14,790,98.8,597240,"2025-12-13","Abuja","High","Dry season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","Specialist",15,354,44.2,244260,"2025-04-29","Bonny Island","High","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Scaffolding","Specialist",20,340,42.5,727600,"2025-05-21","Abuja","Medium","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Fire Protection Systems","General",25,493,61.6,961350,"2025-01-17","Delta","Medium","Dry season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Testing & Commissioning","Specialist",17,623,77.9,762552,"2025-07-11","Onne","Medium","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Process Equipment Erection","Specialist",10,509,63.6,483550,"2025-09-05","Abuja","High","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Offshore Crane Installation","General",9,127,15.9,65151,"2025-11-15","Bonny Island","High","Dry season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Fire Protection Systems","General",11,727,90.9,367862,"2025-12-01","Abuja","High","Dry season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Scaffolding","General",5,746,93.2,369270,"2025-08-17","Delta","High","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Painting & Coating","General",9,402,50.2,394362,"2025-04-07","Port Harcourt","Medium","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Site Clearance","General",25,301,37.6,353675,"2025-10-26","Abuja","Medium","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Cathodic Protection","General",18,344,43.0,489168,"2025-09-27","Lagos","High","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Offshore Crane Installation","General",14,83,10.4,135954,"2025-05-20","Port Harcourt","Medium","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Testing & Commissioning","General",19,236,29.5,466336,"2025-03-06","Lagos","High","Dry season"
2026,"NLNG Offshore Platform Upgrade","Offshore","HVAC for Control Room","Specialist",5,319,39.9,137170,"2025-06-06","Calabar","Medium","Raining season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Testing & Commissioning","Specialist",10,364,45.5,291200,"2025-12-03","Calabar","Medium","Dry season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Offshore Crane Installation","Specialist",11,545,68.1,275770,"2025-01-08","Delta","High","Dry season"
2026,"NLNG Offshore Platform Upgrade","Offshore","Painting & Coating","Specialist",6,788,98.5,548448,"2025-11-23","Lagos","Medium","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Pile Driving","General",23,465,58.1,834210,"2025-12-15","Lagos","High","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Site Clearance","General",7,233,29.1,125587,"2025-01-12","Port Harcourt","High","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Electrical Cabling","General",7,270,33.8,189000,"2025-03-17","Lagos","High","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Tank Fabrication","General",22,765,95.6,1194930,"2025-06-08","Calabar","High","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Control Room Setup","General",16,699,87.4,592752,"2025-08-08","Uyo","Medium","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Safety Systems Installation","Specialist",24,451,56.4,876744,"2025-05-30","Abuja","Medium","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","General",6,544,68.0,385152,"2025-10-22","Warri","Medium","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Electrical Cabling","General",7,411,51.4,273315,"2025-01-18","Lagos","Medium","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","Specialist",17,656,82.0,724880,"2025-09-06","Onne","High","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Tank Fabrication","Specialist",20,154,19.2,231000,"2025-11-25","Delta","High","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","HVAC for Control Room","General",14,582,72.8,717024,"2025-12-01","Calabar","High","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","General",20,679,84.9,814800,"2025-03-03","Abuja","High","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Subsea Pipeline Laying","Specialist",11,223,27.9,196240,"2025-04-01","Warri","High","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Scaffolding","General",17,245,30.6,224910,"2025-05-08","Lagos","Medium","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Tank Fabrication","Specialist",11,234,29.2,296010,"2025-09-07","Bonny Island","Medium","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Subsea Pipeline Laying","Specialist",6,352,44.0,164736,"2025-08-01","Calabar","High","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","Specialist",18,696,87.0,1302912,"2025-03-15","Bayelsa","High","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","Specialist",8,577,72.1,489296,"2025-04-22","Bonny Island","High","Raining season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Process Equipment Erection","General",25,404,50.5,808000,"2025-01-01","Lagos","High","Dry season"
2027,"NLNG Offshore Platform Upgrade","Offshore","Control Room Setup","General",6,520,65.0,215280,"2025-12-30","Onne","High","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Instrumentation","Specialist",5,564,70.5,304560,"2025-11-14","Onne","Medium","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Electrical Cabling","General",20,585,73.1,748800,"2025-11-24","Uyo","High","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Scaffolding","Specialist",22,417,52.1,770616,"2025-04-18","Calabar","Medium","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","HVAC for Control Room","Specialist",14,93,11.6,79422,"2025-07-30","Abuja","High","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Jetty Construction","General",5,683,85.4,331255,"2025-01-08","Uyo","Medium","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Process Equipment Erection","General",17,273,34.1,501228,"2025-12-12","Lagos","Medium","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Cathodic Protection","Specialist",6,773,96.6,357126,"2025-07-23","Delta","High","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Compressor Installation","Specialist",19,317,39.6,698668,"2025-04-21","Onne","Medium","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Testing & Commissioning","Specialist",11,577,72.1,311003,"2025-02-14","Uyo","High","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Structural Steel Assembly","General",24,225,28.1,469800,"2025-08-06","Uyo","Medium","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Offshore Crane Installation","General",14,714,89.2,1179528,"2025-05-16","Bonny Island","Medium","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Pile Driving","Specialist",14,755,94.4,634200,"2025-07-10","Calabar","High","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Scaffolding","General",24,463,57.9,1088976,"2025-10-30","Port Harcourt","Medium","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Pile Driving","Specialist",25,485,60.6,1091250,"2025-12-31","Bonny Island","Medium","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Offshore Crane Installation","General",22,89,11.1,107690,"2025-01-23","Delta","High","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Painting & Coating","Specialist",5,673,84.1,380245,"2025-08-14","Bayelsa","Medium","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Testing & Commissioning","General",15,179,22.4,174525,"2025-09-16","Bayelsa","High","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Structural Steel Assembly","General",19,315,39.4,299250,"2025-02-14","Port Harcourt","High","Dry season"
2028,"NLNG Storage Tank Installation","Industrial","Scaffolding","Specialist",6,386,48.2,217704,"2025-09-28","Calabar","High","Raining season"
2028,"NLNG Storage Tank Installation","Industrial","Control Room Setup","Specialist",10,172,21.5,163400,"2025-06-14","Lagos","High","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Pipeline Welding","Specialist",11,257,32.1,135696,"2025-01-22","Bayelsa","Medium","Dry season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Fire Protection Systems","Specialist",21,373,46.6,783300,"2025-03-22","Uyo","Medium","Dry season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Control Room Setup","General",15,671,83.9,775005,"2025-07-26","Warri","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Control Room Setup","Specialist",16,440,55.0,535040,"2025-08-13","Bayelsa","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Safety Systems Installation","General",8,491,61.4,451720,"2025-04-19","Onne","High","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Site Clearance","Specialist",7,760,95.0,377720,"2025-07-22","Onne","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Control Room Setup","Specialist",7,403,50.4,284921,"2025-10-04","Delta","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Offshore Crane Installation","General",23,364,45.5,887432,"2025-05-07","Abuja","High","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Subsea Pipeline Laying","Specialist",13,572,71.5,840268,"2025-07-09","Uyo","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Control Room Setup","General",16,222,27.8,202464,"2025-05-16","Bayelsa","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Tank Fabrication","General",21,445,55.6,654150,"2025-07-22","Onne","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Fire Protection Systems","General",23,146,18.2,382812,"2025-01-31","Onne","Medium","Dry season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Cathodic Protection","General",18,594,74.2,1240272,"2025-04-12","Delta","High","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Scaffolding","General",10,547,68.4,481360,"2025-01-24","Delta","Medium","Dry season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Pipeline Welding","Specialist",5,544,68.0,214880,"2025-07-23","Warri","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Process Equipment Erection","General",16,791,98.9,1278256,"2025-06-26","Onne","High","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Instrumentation","General",19,118,14.8,130036,"2025-02-26","Port Harcourt","High","Dry season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Safety Systems Installation","General",23,749,93.6,2032786,"2025-11-07","Lagos","Medium","Dry season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Structural Steel Assembly","General",9,477,59.6,309096,"2025-05-06","Lagos","Medium","Raining season"
2029,"NLNG Jetty and Loading Bay Upgrade","Marine","Offshore Crane Installation","Specialist",18,734,91.8,1294776,"2025-06-07","Port Harcourt","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Site Clearance","Specialist",17,656,82.0,501840,"2025-05-30","Bonny Island","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Process Equipment Erection","General",6,534,66.8,256320,"2025-03-01","Bonny Island","Medium","Dry season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Scaffolding","General",7,574,71.8,188846,"2025-07-17","Delta","High","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Cathodic Protection","General",21,206,25.8,480186,"2025-06-19","Warri","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Control Room Setup","General",13,153,19.1,222768,"2025-11-11","Bonny Island","High","Dry season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Process Equipment Erection","Specialist",25,509,63.6,1272500,"2025-12-07","Warri","Medium","Dry season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Fire Protection Systems","General",22,460,57.5,941160,"2025-06-09","Port Harcourt","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","Specialist",13,762,95.2,871728,"2025-04-02","Calabar","High","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Jetty Construction","General",15,533,66.6,943410,"2025-09-02","Port Harcourt","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Electrical Cabling","Specialist",6,675,84.4,238950,"2025-07-13","Port Harcourt","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","Specialist",6,161,20.1,55062,"2025-06-19","Warri","High","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","Specialist",15,181,22.6,228060,"2025-07-22","Delta","High","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Tank Fabrication","General",11,322,40.2,417956,"2025-01-23","Lagos","High","Dry season"
2030,"NLNG Offshore Platform Upgrade","Offshore","HVAC for Control Room","General",9,710,88.8,766800,"2025-07-05","Uyo","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Pile Driving","General",25,548,68.5,1602900,"2025-11-21","Uyo","High","Dry season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Site Clearance","General",10,772,96.5,602160,"2025-10-24","Calabar","High","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","Specialist",23,532,66.5,832048,"2025-05-22","Port Harcourt","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Instrumentation","General",24,430,53.8,897840,"2025-05-18","Bonny Island","Medium","Raining season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Pile Driving","Specialist",21,646,80.8,556206,"2025-02-28","Calabar","High","Dry season"
2030,"NLNG Offshore Platform Upgrade","Offshore","Offshore Crane Installation","General",17,492,61.5,777852,"2025-09-22","Onne","High","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","General",25,597,74.6,1671600,"2025-01-20","Delta","High","Dry season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Cathodic Protection","Specialist",10,148,18.5,106560,"2025-04-09","Uyo","High","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Testing & Commissioning","General",7,587,73.4,402682,"2025-02-25","Port Harcourt","Medium","Dry season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Tank Fabrication","General",15,254,31.8,342900,"2025-10-20","Abuja","Medium","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Offshore Crane Installation","General",15,787,98.4,920790,"2025-05-17","Bayelsa","Medium","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Painting & Coating","Specialist",7,678,84.8,322728,"2025-06-06","Bonny Island","High","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Electrical Cabling","General",21,728,91.0,1467648,"2025-10-01","Delta","Medium","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Structural Steel Assembly","General",18,793,99.1,1555866,"2025-12-07","Onne","Medium","Dry season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Compressor Installation","Specialist",21,542,67.8,705684,"2025-05-12","Uyo","Medium","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Painting & Coating","Specialist",15,746,93.2,872820,"2025-07-29","Onne","High","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Control Room Setup","Specialist",5,107,13.4,36380,"2025-05-09","Onne","Medium","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","Specialist",24,389,48.6,541488,"2025-09-18","Delta","High","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Fire Protection Systems","General",18,563,70.4,506700,"2025-02-15","Lagos","High","Dry season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Fire Protection Systems","Specialist",8,762,95.2,329184,"2025-11-01","Lagos","High","Dry season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Tank Fabrication","Specialist",14,652,81.5,474656,"2025-03-06","Uyo","Medium","Dry season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","Specialist",18,760,95.0,547200,"2025-12-17","Warri","High","Dry season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Pipeline Welding","Specialist",7,794,99.2,539126,"2025-05-21","Lagos","High","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Site Clearance","Specialist",14,170,21.2,102340,"2025-09-09","Bayelsa","Medium","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Scaffolding","Specialist",20,327,40.9,778260,"2025-06-25","Warri","High","Raining season"
2031,"NLNG Offshore Platform Upgrade","Offshore","Testing & Commissioning","Specialist",23,362,45.2,749340,"2025-01-22","Uyo","Medium","Dry season"
2032,"NLNG Storage Tank Installation","Industrial","Jetty Construction","General",13,762,95.2,960882,"2025-02-27","Delta","High","Dry season"
2032,"NLNG Storage Tank Installation","Industrial","Cathodic Protection","General",10,642,80.2,603480,"2025-02-08","Bonny Island","Medium","Dry season"
2032,"NLNG Storage Tank Installation","Industrial","HVAC for Control Room","Specialist",5,702,87.8,179010,"2025-09-29","Uyo","High","Raining season"
2032,"NLNG Storage Tank Installation","Industrial","Pile Driving","General",8,672,84.0,446208,"2025-10-12","Lagos","High","Raining season"
2032,"NLNG Storage Tank Installation","Industrial","Scaffolding","General",6,567,70.9,360612,"2025-12-01","Warri","High","Dry season"
2032,"NLNG Storage Tank Installation","Industrial","Electrical Cabling","Specialist",13,270,33.8,164970,"2025-03-05","Port Harcourt","Medium","Dry season"
2032,"NLNG Storage Tank Installation","Industrial","Pipeline Welding","Specialist",5,286,35.8,145860,"2025-03-21","Delta","High","Dry season"
2032,"NLNG Storage Tank Installation","Industrial","Instrumentation","General",15,301,37.6,388290,"2025-08-28","Onne","High","Raining season"
2032,"NLNG Storage Tank Installation","Industrial","Cathodic Protection","Specialist",11,525,65.6,537075,"2025-10-12","Calabar","Medium","Raining season"
2032,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","General",21,162,20.2,401436,"2025-11-15","Uyo","High","Dry season"
2032,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","General",19,155,19.4,206150,"2025-08-28","Uyo","High","Raining season"
2032,"NLNG Storage Tank Installation","Industrial","Tank Fabrication","Specialist",21,239,29.9,466767,"2025-09-01","Uyo","Medium","Raining season"
